params,train_mean,train_std,test_mean,test_std
{'var_smoothing': 20},0.6637863132957319,0.006265190996969455,0.397463457847335,0.01930427507003214
{'var_smoothing': 30},0.6293198850395718,0.008670457839379475,0.38747748412815597,0.022892695461775185
{'var_smoothing': 40},0.5551065521731078,0.008172696635404883,0.3521482356415178,0.015329681763487275
{'var_smoothing': 50},0.4367304373306255,0.011823772659742923,0.31336409272109844,0.0127535415072269
{'var_smoothing': 60},0.32008411940920145,0.003703580420391633,0.26536763620256903,0.012255223947803427
{'var_smoothing': 70},0.25230372368216153,0.005416264074875294,0.20852871696441752,0.00537085754726396
{'var_smoothing': 80},0.19239626516826186,0.0054160103911677845,0.16628229735715339,0.007630538457253564
{'var_smoothing': 90},0.15994560665215074,0.00473418344423188,0.1451661006939318,0.010273228240877548
{'var_smoothing': 1e-06},0.7339658491231918,0.008520953012858734,0.29339435995865937,0.009650547441082676
{'var_smoothing': 1e-05},0.7339658491231918,0.008520953012858734,0.29339435995865937,0.009650547441082676
{'var_smoothing': 0.0001},0.7339658491231918,0.008531765306424289,0.2926266056400414,0.010892730307269793
{'var_smoothing': 0.001},0.7326217261940414,0.00891138449399817,0.2937797135685812,0.012576370959224072
{'var_smoothing': 0.01},0.723693357155955,0.007669905563161219,0.2980038387715931,0.010419701844248628
{'var_smoothing': 0.1},0.6204862874029135,0.010105873498601415,0.2864912151188542,0.01755338100366068
{'var_smoothing': 1.0},0.3948740512493515,0.005591029758355257,0.17166322161523698,0.008552489124296863
{'var_smoothing': 10.0},0.46630151035298084,0.013817935138819048,0.24001993208327183,0.012934833280618502
{'var_smoothing': 100.0},0.08170091859611166,0.001891900848966906,0.079494315665141,0.0052543574998388945
