params,train_mean,train_std,test_mean,test_std
{'n_neighbors': 10},0.5208323850050173,0.008237019934971323,0.43586077070721985,0.015915705415664252
{'n_neighbors': 20},0.44335655701073395,0.004607409051696493,0.39054038092425813,0.020508790601745337
{'n_neighbors': 30},0.3921846996479129,0.004352532800376167,0.35751882474531227,0.021362205940746806
{'n_neighbors': 40},0.35829427142123926,0.0062470664079951775,0.331019489148088,0.022695553007440535
{'n_neighbors': 50},0.3384207039345105,0.005661917771809066,0.3164292041931197,0.017146653845604584
{'n_neighbors': 60},0.31739568926037764,0.004084572897497002,0.29761184113391403,0.020029511000114904
{'n_neighbors': 70},0.3037623831713266,0.0056489090812945975,0.28417097298095373,0.018425076964510873
{'n_neighbors': 80},0.2858094915148036,0.0045184144172444735,0.2691931197401447,0.019859704262228
{'n_neighbors': 90},0.2759207384889836,0.005377420343240887,0.2642027166691274,0.014990447569512002
{'n_neighbors': 100},0.2641120467950496,0.004784386889054493,0.2542152664993356,0.016410906300152635
{'n_neighbors': 110},0.2553756624092484,0.005206923086043159,0.24307913775284215,0.017677290141969153
{'n_neighbors': 120},0.246735339458536,0.0040793637605986005,0.2388564890004429,0.014391078941691973
{'n_neighbors': 130},0.2410711241629755,0.0024245165611625767,0.23271150155027312,0.013530835037154897
{'n_neighbors': 140},0.2324307090670016,0.0010748621166014529,0.22733500664402775,0.0134333562220057
{'n_neighbors': 150},0.22772650917812878,0.0016139556069846503,0.22234386534770412,0.009981261406991885
{'n_neighbors': 160},0.2243661097099912,0.003622587077616514,0.2173490329248487,0.012734396463361967
{'n_neighbors': 170},0.21908535692006303,0.004851586240510256,0.2115879226339879,0.013944393210931008
{'n_neighbors': 180},0.2155333874533169,0.003631379104476429,0.21082090654067623,0.012150810364574967
{'n_neighbors': 190},0.21274912623255804,0.0038414089479542114,0.2089015207441311,0.012461460438675985
{'n_neighbors': 200},0.2091968342573967,0.004291745321711598,0.2039103794478075,0.012829641280759077
{'n_neighbors': 210},0.2062205423117219,0.004384762164822424,0.19930385353609922,0.011002314312801747
{'n_neighbors': 220},0.2021881735242706,0.005240422844254642,0.1943104975638565,0.011055812533444022
{'n_neighbors': 230},0.1995001580291234,0.004366941927405208,0.19277351247600766,0.012318046220658832
{'n_neighbors': 240},0.19575592747430762,0.004301978160692225,0.1916218809980806,0.011635483875894978
{'n_neighbors': 250},0.1923956662240623,0.0043216313798671935,0.19047098774545995,0.011266560801963943
{'n_neighbors': 260},0.19085965078788808,0.004370291320476698,0.18932009449283924,0.009981637047737316
{'n_neighbors': 270},0.1893233589159294,0.005173631311354004,0.18739997047098775,0.010273412847068916
{'n_neighbors': 280},0.18721129737763803,0.005524848101063203,0.18394507603720656,0.010137570959702129
{'n_neighbors': 290},0.18442722044740212,0.005276270250337755,0.18356046065259118,0.01021482983295621
{'n_neighbors': 300},0.1827951896487699,0.004706784660867639,0.180489443378119,0.011483462418394893
{'n_neighbors': 310},0.17953103590624403,0.004734744952510519,0.17741547320242138,0.011368710847619177
{'n_neighbors': 320},0.17645863645284973,0.005062240058823852,0.17242285545548502,0.011736444760711
{'n_neighbors': 330},0.1743467131324505,0.003751471262404767,0.17011811604901816,0.012993500576491492
{'n_neighbors': 340},0.1720426208692431,0.0038056245004928616,0.1674294994832423,0.011079480577288692
{'n_neighbors': 350},0.1697386207512972,0.003390330044859379,0.16435774398346376,0.011931513479373806
{'n_neighbors': 360},0.1687785592719787,0.0029231386328498464,0.16359072789015208,0.01116610617585952
{'n_neighbors': 370},0.16724226740002007,0.003993161850219711,0.162439096412225,0.009076221203793271
{'n_neighbors': 380},0.16570629803647663,0.0033572832637203958,0.16166986564299424,0.008959975785286584
{'n_neighbors': 390},0.16407426723784443,0.0031633419964237994,0.16166986564299424,0.009595316563201811
{'n_neighbors': 400},0.1622500214237733,0.003121353123666939,0.15974974162114278,0.010406590036440776
{'n_neighbors': 410},0.16042586775496365,0.00364305196375306,0.15783035582459767,0.009909591700853794
{'n_neighbors': 420},0.15792983691210172,0.002783548859504926,0.15629558541266794,0.01079637022677733
{'n_neighbors': 430},0.156777790780498,0.003224027783340376,0.15437546139081648,0.010728340535241168
{'n_neighbors': 440},0.15360969847306088,0.0034956006122042692,0.1505359515724199,0.010460760016207207
{'n_neighbors': 450},0.1493852068154321,0.007700500419074228,0.1474656725232541,0.0078143649259101
{'n_neighbors': 460},0.1457373602041202,0.006545232056899163,0.14285619371032038,0.006803549306220222
{'n_neighbors': 470},0.14160906819947236,0.004877051308273778,0.1370950834194596,0.008435571206120138
{'n_neighbors': 480},0.14045697599523793,0.005781302313932453,0.1347910822382991,0.007688969225956052
{'n_neighbors': 490},0.13757674548465185,0.005029722080303814,0.1332548353757567,0.00751237005951335
{'n_neighbors': 500},0.13450439210388826,0.0038496179987568295,0.13095231064520893,0.00732196614808774
