params,train_mean,train_std,test_mean,test_std
{'max_depth': 5},0.14735176010929657,0.009824141501636595,0.08248816837198844,0.0035447453124976555
{'max_depth': 10},0.3024991168596807,0.027500622191614976,0.11570395205337095,0.013157441698079716
{'max_depth': 50},0.4198628578846342,0.06471817487887845,0.1443046341820759,0.01831796524381101
{'max_depth': 100},0.4198628578846342,0.06471817487887845,0.1487335302715908,0.02164639891510094
