params,train_mean,train_std,test_mean,test_std
{'n_neighbors': 10},0.4638041434038275,0.008733035534293767,0.3824870810571387,0.007831841843116657
{'n_neighbors': 20},0.35685334989490836,0.009311591916999795,0.3260342536542153,0.006891390133769407
{'n_neighbors': 30},0.3055846017896453,0.019770733276306688,0.28110881441015795,0.0066124716104468545
{'n_neighbors': 40},0.28839928016121735,0.022697417859557447,0.265751513361878,0.013844247538150958
{'n_neighbors': 50},0.2889752341180731,0.02426951053271021,0.2715148383286579,0.024106954445466247
{'n_neighbors': 60},0.2854227578523888,0.023953942236049536,0.2684430828288794,0.01726672783762475
{'n_neighbors': 70},0.27879926431223234,0.018536832297365816,0.26344825040602393,0.013904746650819321
{'n_neighbors': 80},0.27390340227948945,0.01590467057794668,0.2615259117082534,0.009027257269848984
{'n_neighbors': 90},0.2678561391319732,0.01132374159776743,0.25538092425808356,0.007832639521843552
{'n_neighbors': 100},0.2527832476228826,0.0060059358874736445,0.23809759338550127,0.008817195560077859
{'n_neighbors': 110},0.24347026426339538,0.00915937827546862,0.23003100546286728,0.007722274263570365
{'n_neighbors': 120},0.23876661724609144,0.007101484675674853,0.226957773512476,0.004725003907957847
{'n_neighbors': 130},0.23079817146943124,0.004735937613284958,0.21812859884836855,0.006580470814788388
{'n_neighbors': 140},0.22321378714260307,0.005511552714631966,0.21659013730990698,0.005753337789989786
{'n_neighbors': 150},0.21726180219545302,0.00408595938496517,0.21005979624981547,0.012386990280506056
{'n_neighbors': 160},0.20986912608512562,0.0040505444161056305,0.2008460062010926,0.012193887175679888
{'n_neighbors': 170},0.2042048186443036,0.003147473084003746,0.19355160194891483,0.01094315124903131
{'n_neighbors': 180},0.19729221934626623,0.0052956840091546425,0.18817363059205672,0.008088739768618092
{'n_neighbors': 190},0.19210808086299566,0.0036242751554761274,0.18241621142772774,0.009800563172471523
{'n_neighbors': 200},0.18298777324525473,0.004448238581465511,0.17435109995570647,0.009353821645240989
{'n_neighbors': 210},0.178667266225168,0.0037400099440037943,0.167439096412225,0.009515981228539097
{'n_neighbors': 220},0.17165832905625747,0.0041413942882677,0.16129558541266795,0.014220939075247048
{'n_neighbors': 230},0.1665699755722912,0.004372722430931055,0.15476893547910825,0.020102811746340793
{'n_neighbors': 240},0.1580257140566675,0.002782512393896844,0.14823711796840394,0.015881887914975627
{'n_neighbors': 250},0.15120945262950328,0.003129595322590396,0.14286209951277132,0.01702259460161875
{'n_neighbors': 260},0.14650493023221528,0.003393675892748149,0.1382540971504503,0.015970060044681617
{'n_neighbors': 270},0.1452567765928921,0.002988707349811627,0.13825557360106305,0.017185165981636236
{'n_neighbors': 280},0.14333660756162442,0.0030928041391977542,0.13902332791968108,0.01725096805786121
{'n_neighbors': 290},0.14064882242963098,0.0011130357649119752,0.13479846449136276,0.017362921352845735
{'n_neighbors': 300},0.1374806840495631,0.0012238526435933625,0.13134135538166247,0.01744679432848608
{'n_neighbors': 310},0.13469642282880423,0.0015483724887367717,0.1294234460357301,0.018846386844455252
{'n_neighbors': 320},0.13277629987016734,0.0015486176766912043,0.12635021408533884,0.018312792337807995
{'n_neighbors': 330},0.1313363919417126,0.0027251169991681203,0.12443009006348738,0.02011454179133826
{'n_neighbors': 340},0.12893619217078572,0.0023008721313508233,0.12327772036025395,0.020867093072895405
{'n_neighbors': 350},0.12528788483316639,0.002587545090884934,0.12173999704709877,0.020826887965814698
{'n_neighbors': 360},0.12480794623876865,0.001988260802474012,0.1194359958659383,0.019504786821063297
{'n_neighbors': 370},0.12221580788818724,0.0011584500990117147,0.11866676509670751,0.01994460816842488
{'n_neighbors': 380},0.11876013021968353,0.003004162633816175,0.11674516462424331,0.016226356738383955
{'n_neighbors': 390},0.11674394582595786,0.002889175537660456,0.11751291894286135,0.014395339640326835
{'n_neighbors': 400},0.11511163859154123,0.002767113616615108,0.1140572862837738,0.013237679005277194
{'n_neighbors': 410},0.11242325451534818,0.0014731136494689516,0.10983316108076184,0.00991625384845654
{'n_neighbors': 420},0.11127134660163669,0.0027482472779465426,0.10829543776760668,0.01041931825054912
{'n_neighbors': 430},0.10992731581774773,0.002383940115534807,0.10522294404252178,0.009436324371058869
{'n_neighbors': 440},0.10752720819208232,0.0018651023997591847,0.10445518972390373,0.007548623593045295
{'n_neighbors': 450},0.10589490095766571,0.0013872925427200337,0.10291968108666764,0.007156251942090201
{'n_neighbors': 460},0.10378293156463576,0.002059945140519012,0.09946257197696737,0.00853416858754104
{'n_neighbors': 470},0.10186271646073734,0.0019160581534572111,0.09715857079580688,0.008110905461690797
{'n_neighbors': 480},0.10080668569159165,0.0013057988038923823,0.09639007825188248,0.0064674435629078625
{'n_neighbors': 490},0.09936640918209101,0.0017203305030935514,0.094469954230031,0.0044411627068208295
{'n_neighbors': 500},0.09715847049923382,0.002233550030045376,0.09408460062010926,0.003993521619829676
