params,train_mean,train_std,test_mean,test_std
{'n_clusters': 50},0.07482795895286885,0.0013598956529309652,0.0530596130260184,0.0050839922770573535
{'n_clusters': 100},0.1184692098459291,0.0028584543796742194,0.08222171632026057,0.006087002507675933
{'n_clusters': 150},0.14925118781016825,0.005336397163470013,0.10308073785117458,0.0053852291951277794
{'n_clusters': 200},0.17593211781026435,0.005122287524922711,0.1142178277116687,0.007770945545491145
{'n_clusters': 250},0.19775251899054558,0.004110902198416271,0.12961044181648887,0.0091478733918634
{'n_clusters': 300},0.21719342963966817,0.0037303653863040233,0.13933032253301011,0.006668272040688187
{'n_clusters': 350},0.23531825623380076,0.00308069653173665,0.1452024086402586,0.007158840701635724
{'n_clusters': 400},0.25278480371897516,0.002925724751627,0.15067025173408152,0.006862848108818692
{'n_clusters': 450},0.2686820641465548,0.0037174403168804713,0.15209012711812264,0.01132117275542012
{'n_clusters': 500},0.2848321431203124,0.00266169051005936,0.15654582446295773,0.012153911905435045
{'n_clusters': 550},0.29905855591758534,0.003319502221187739,0.1593806529416832,0.011239072250831804
{'n_clusters': 600},0.3132849302692156,0.0035522781931810257,0.16342944103302443,0.007521169548315025
{'n_clusters': 650},0.3272076224894195,0.0037508308287043965,0.16727744073768708,0.007524567508421608
{'n_clusters': 700},0.3404720996767362,0.004167109668159914,0.1691001234674247,0.007731844367166996
{'n_clusters': 750},0.35424280345626324,0.003323321576372823,0.17051835808834687,0.010042496989949152
{'n_clusters': 800},0.3680641785928254,0.003313099754598426,0.17477306195111347,0.012994724521331808
{'n_clusters': 850},0.3809236437498598,0.00412556718351649,0.1761900659996965,0.012576671715371378
{'n_clusters': 900},0.39378309609168005,0.0037996142959168633,0.1774058714708211,0.014331349776530168
{'n_clusters': 950},0.40649067532975147,0.003669636802144135,0.1784182223151988,0.013413225711685255
{'n_clusters': 1000},0.41955265931714136,0.003928956290225855,0.18084778230354936,0.012702728987755416
{'n_clusters': 1050},0.4329184151424571,0.004128405702554646,0.18246803588348942,0.013020962886985133
{'n_clusters': 1100},0.44446151430978864,0.0029519975060426267,0.1830747080467125,0.011066287795545337
{'n_clusters': 1150},0.4570678405402894,0.0029851559348433206,0.18408726398648012,0.011285956519915744
{'n_clusters': 1200},0.47012988860375043,0.003556771044222224,0.1859099467162177,0.011274025459350153
{'n_clusters': 1250},0.48258435454571674,0.0034269700380327316,0.18651764435639018,0.012064219800842225
{'n_clusters': 1300},0.49503875641161194,0.0034045084128624644,0.1877332447321249,0.013427745281448083
{'n_clusters': 1350},0.5076956771078625,0.0031227819508086595,0.1881376928409403,0.012806270787878694
{'n_clusters': 1400},0.5200488515966155,0.0029973238011172334,0.19158042405522807,0.012840467505682435
{'n_clusters': 1450},0.5323513931739761,0.0030783624010408783,0.1932006776351681,0.013128401040235738
{'n_clusters': 1500},0.5449071121235131,0.003425263121645272,0.1942130284795458,0.013031675776773813
{'n_clusters': 1550},0.5574627669969787,0.0031300508591347877,0.19522599461009316,0.013861555789506286
{'n_clusters': 1600},0.57037287788062,0.003200373058482377,0.19563105800507818,0.013965732629211669
{'n_clusters': 1650},0.5828272925617293,0.002956960917444029,0.19765596478922345,0.013162273038735274
{'n_clusters': 1700},0.5950792140429118,0.002952252775181875,0.19806041289803886,0.012320117684230402
{'n_clusters': 1750},0.60733112270888,0.0029107166067323053,0.19846609157919348,0.012746462222315541
