params,train_mean,train_std,test_mean,test_std
{'n_clusters': 50},0.21630247787822637,0.005039383580439135,0.1977676066735568,0.012303327361037491
{'n_clusters': 100},0.29781150396731426,0.004145266133279596,0.2569112653181751,0.015013908893173458
{'n_clusters': 150},0.3501354996070004,0.006459295063467449,0.2814838328657906,0.014278262505807736
{'n_clusters': 200},0.3905536363745262,0.006461482022749451,0.295318913332349,0.009938445313573593
{'n_clusters': 250},0.4211795422776281,0.005555762375854077,0.3072131994684778,0.010886167936553063
{'n_clusters': 300},0.44959626553684295,0.006328985553169764,0.30990698361139823,0.01302962437496543
{'n_clusters': 350},0.47513391010124,0.006990766586558779,0.3195068654953492,0.01787742200804331
{'n_clusters': 400},0.49846347776488764,0.005015582968565792,0.31988926620404545,0.011139434267155555
{'n_clusters': 450},0.5202566614113152,0.005507545838080527,0.33026649933559726,0.013971072664848275
{'n_clusters': 500},0.5424342750886206,0.004092208596491353,0.3348767163738373,0.014518831279553663
{'n_clusters': 550},0.5630755968939676,0.0031326961444146533,0.3429418278458586,0.016970359630908663
{'n_clusters': 600},0.5845810108888055,0.003409856362314543,0.3494721689059501,0.018124988844654372
{'n_clusters': 650},0.6041662558523759,0.003126456833428667,0.3529292780156504,0.017247362697328784
{'n_clusters': 700},0.6243275929906942,0.00340118905933034,0.352928539790344,0.015377056211631957
{'n_clusters': 750},0.6442968533314659,0.003268238043173387,0.35791968108666766,0.014003621847736672
{'n_clusters': 800},0.663690113642751,0.0023747354945599154,0.36214306806437324,0.012417615091332627
{'n_clusters': 850},0.6833713278961486,0.002546227138177788,0.3621401151631478,0.00908875283343327
{'n_clusters': 900},0.7030527725126999,0.00262931368979974,0.3678982725527831,0.008045981926573187
{'n_clusters': 950},0.7211980174025541,0.0023164858444020622,0.37173852059648604,0.008405550042657306
{'n_clusters': 1000},0.7389591547699454,0.0021069592329230127,0.37250184556326593,0.008138923925290037
{'n_clusters': 1050},0.7575844764720896,0.001991560639130036,0.37634135538166247,0.009830374495035361
{'n_clusters': 1100},0.7791859519020164,0.0026569773918213605,0.3843953934740883,0.02137609888130723
{'n_clusters': 1150},0.7952189509630562,0.0028697086476926984,0.38593311678724346,0.020933040819358272
{'n_clusters': 1200},0.812116088286218,0.003355359053454508,0.39361508932526207,0.01848645181065993
{'n_clusters': 1250},0.8288211948844637,0.0027665857315286287,0.39477041192972095,0.014313953476700088
{'n_clusters': 1300},0.8433182706545906,0.003074825182986711,0.40130075298981255,0.012518229466809808
{'n_clusters': 1350},0.8589670239752756,0.003343184734675402,0.40130222944042526,0.018692098935185412
{'n_clusters': 1400},0.8752878387605356,0.003351924089713861,0.4059117082533589,0.018896116775941846
{'n_clusters': 1450},0.8899770834734708,0.00308287445425345,0.412822973571534,0.01880786567751376
