params,train_mean,train_std,test_mean,test_std
{'n_clusters': 50},0.19037632184364273,0.0074169878932533705,0.16829178885630497,0.016042037656609096
{'n_clusters': 100},0.265335116400606,0.0077288790998973535,0.2223696643857934,0.02565940981423833
{'n_clusters': 150},0.30680074274115043,0.006258278638477431,0.24254724666014987,0.020317079864996083
{'n_clusters': 200},0.34322167281631505,0.00803026100937959,0.25545943304007823,0.023054515907806553
{'n_clusters': 250},0.3778262557673626,0.008854887406289641,0.2695772238514174,0.018157697392608526
{'n_clusters': 300},0.40678059163841185,0.007589907901640246,0.28370153144346694,0.0211479902343046
{'n_clusters': 350},0.43240622994749006,0.007933475412978333,0.28531687846203974,0.022248569644562465
{'n_clusters': 400},0.45601401010506565,0.007555170163018916,0.2869379276637341,0.030398819560306326
{'n_clusters': 450},0.48436325314110407,0.009526293852214056,0.2897637666992506,0.025429625699507286
{'n_clusters': 500},0.5075676550375466,0.008355755230338052,0.29540892798957313,0.02132829295902629
{'n_clusters': 550},0.5309738732811135,0.009280011284900223,0.3018670576735093,0.020959323464958445
{'n_clusters': 600},0.5530682343817503,0.008840751889399704,0.30469208211143695,0.022116083005425332
{'n_clusters': 650},0.5756671872368208,0.009464987032449596,0.3107429130009775,0.02456648176728982
{'n_clusters': 700},0.5985688646125772,0.010266755548688921,0.31720104268491367,0.023721112332987827
{'n_clusters': 750},0.6205625210861444,0.009450449782057963,0.3196220267188009,0.028389129478646198
{'n_clusters': 800},0.6430605148810297,0.009652013445518623,0.3232567611599869,0.03161643463068505
{'n_clusters': 850},0.6642468550794772,0.009217015399218277,0.32527614858260023,0.032824970948078146
{'n_clusters': 900},0.6843234598018576,0.009026486170686044,0.3297165200391007,0.030972020055822707
