,mean,std,model,emb-type,stand-type,E-type,min,max,ec-type
0,0.4952589951011448,0.0045713839380844,k-means,E5,Norm.,Train,0.49068761116306037,0.4998303790392292,E5 Norm. k-means
1,0.4079993483219289,0.0174890215194202,k-means,E5,Norm.,Test,0.3905103268025087,0.42548836984134913,E5 Norm. k-means
2,0.9867838789142626,0.0022184462746348,Naïve Bayes,E5,Norm.,Train,0.9845654326396278,0.9890023251888973,E5 Norm. Naïve Bayes
3,0.4830620723362659,0.0130239042505602,Naïve Bayes,E5,Norm.,Test,0.4700381680857057,0.4960859765868261,E5 Norm. Naïve Bayes
4,0.8311141677009373,0.003193260545623,KNN,E5,Norm.,Train,0.8279209071553143,0.8343074282465602,E5 Norm. KNN
5,0.5282649071358749,0.0206203117798533,KNN,E5,Norm.,Test,0.5076445953560216,0.5488852189157283,E5 Norm. KNN
6,0.3589592260755269,0.0113289665917356,Decision Tree,E5,Norm.,Train,0.3476302594837913,0.3702881926672625,E5 Norm. Decision Tree
7,0.2029879439556858,0.0084600191710888,Decision Tree,E5,Norm.,Test,0.19452792478459702,0.2114479631267746,E5 Norm. Decision Tree
8,0.2872288315464495,0.0083471598426225,SVM,E5,Norm.,Train,0.278881671703827,0.29557599138907203,E5 Norm. SVM
9,0.2929749103942652,0.0089420687062196,SVM,E5,Norm.,Test,0.2840328416880456,0.3019169791004848,E5 Norm. SVM
10,0.3966582927940005,0.0435968692569214,Random Forest,E5,Norm.,Train,0.3530614235370791,0.4402551620509219,E5 Norm. Random Forest
11,0.154636737503109,0.0198736004106344,Random Forest,E5,Norm.,Test,0.1347631370924746,0.1745103379137434,E5 Norm. Random Forest
12,0.2543796311665539,0.0567732468340073,XGBoost,E5,Norm.,Train,0.19760638433254657,0.3111528780005612,E5 Norm. XGBoost
13,0.1459687283853447,0.0207442071164925,XGBoost,E5,Norm.,Test,0.1252245212688522,0.1667129355018372,E5 Norm. XGBoost
14,0.4593418934810674,0.0024425660357692,k-means,LaBSE,Lemm.,Train,0.4568993274452982,0.4617844595168366,LaBSE Lemm. k-means
15,0.3385956337569241,0.022485709096173,k-means,LaBSE,Lemm.,Test,0.3161099246607511,0.36108134285309706,LaBSE Lemm. k-means
16,0.854922542926683,0.0039438726798925,Naïve Bayes,LaBSE,Lemm.,Train,0.8509786702467905,0.8588664156065755,LaBSE Lemm. Naïve Bayes
17,0.4180767350928642,0.00675941593432,Naïve Bayes,LaBSE,Lemm.,Test,0.4113173191585442,0.4248361510271842,LaBSE Lemm. Naïve Bayes
18,0.8090191959608234,0.002785150593147,KNN,LaBSE,Lemm.,Train,0.8062340453676764,0.8118043465539704,LaBSE Lemm. KNN
19,0.4761974584555229,0.0204481780475506,KNN,LaBSE,Lemm.,Test,0.4557492804079723,0.49664563650307353,LaBSE Lemm. KNN
20,0.3793392168446935,0.01112536544046,Decision Tree,LaBSE,Lemm.,Train,0.3682138514042335,0.3904645822851535,LaBSE Lemm. Decision Tree
21,0.2219623655913978,0.0128634854779878,Decision Tree,LaBSE,Lemm.,Test,0.20909888011341,0.23482585106938558,LaBSE Lemm. Decision Tree
22,0.3020580585837337,0.0063000112595856,SVM,LaBSE,Lemm.,Train,0.29575804732414807,0.3083580698433193,LaBSE Lemm. SVM
23,0.2857184750733137,0.0055655657292483,SVM,LaBSE,Lemm.,Test,0.2801529093440654,0.29128404080256204,LaBSE Lemm. SVM
24,0.2097710006511829,0.0075613581675631,Random Forest,LaBSE,Lemm.,Train,0.2022096424836198,0.217332358818746,LaBSE Lemm. Random Forest
25,0.1236371906655354,0.0124283030088325,Random Forest,LaBSE,Lemm.,Test,0.11120888765670289,0.1360654936743679,LaBSE Lemm. Random Forest
26,0.1582384968313351,0.0272068062929664,XGBoost,LaBSE,Lemm.,Train,0.1310316905383687,0.1854453031243015,LaBSE Lemm. XGBoost
27,0.1096182873186072,0.0173318719290157,XGBoost,LaBSE,Lemm.,Test,0.09228641538959151,0.1269501592476229,LaBSE Lemm. XGBoost
28,0.4571232876015251,0.0075952626574387,k-means,LaBSE,Norm.,Train,0.4495280249440864,0.4647185502589638,LaBSE Norm. k-means
29,0.355944118605409,0.0174915430797408,k-means,LaBSE,Norm.,Test,0.33845257552566815,0.3734356616851498,LaBSE Norm. k-means
30,0.8633975573403191,0.0020753494175368,Naïve Bayes,LaBSE,Norm.,Train,0.8613222079227822,0.8654729067578559,LaBSE Norm. Naïve Bayes
31,0.4245356793743891,0.0058993734412178,Naïve Bayes,LaBSE,Norm.,Test,0.41863630593317125,0.4304350528156069,LaBSE Norm. Naïve Bayes
32,0.8051848889119574,0.0041381470138268,KNN,LaBSE,Norm.,Train,0.8010467418981306,0.8093230359257841,LaBSE Norm. KNN
