params,train_mean,train_std,test_mean,test_std
{'var_smoothing': 1e-06},0.869531725664709,0.0041172384067336395,0.3614855469278761,0.014651864136948438
{'var_smoothing': 1e-05},0.8695823329456731,0.004320776301320531,0.36168818117306356,0.014604338844677591
{'var_smoothing': 0.0001},0.869835484687421,0.004221334889629665,0.3624983079630336,0.014934016871158352
{'var_smoothing': 0.001},0.8698355231330636,0.004043361541727405,0.36837121445184157,0.013576804068616999
{'var_smoothing': 0.01},0.8510529300385418,0.0012408079268017153,0.3930784407828081,0.014929908155344777
{'var_smoothing': 0.1},0.6008500716050095,0.0063114871268755215,0.25699047126818686,0.014109205705702552
{'var_smoothing': 1.0},0.4787872065716418,0.0080111681402722,0.19015870281267816,0.0032057687221762696
{'var_smoothing': 10.0},0.39079492133060373,0.012492742982522512,0.22317311281477012,0.016087162935408145
{'var_smoothing': 100.0},0.016200891298149164,2.0090070905059356e-06,0.016200895036281374,8.0380648602958e-06
