params,train_mean,train_std,test_mean,test_std
{'n_clusters': 50},0.13034781515739485,0.00471534868271539,0.09041218637992833,0.017973663203786745
{'n_clusters': 100},0.19239336580917618,0.005494509546502427,0.12712609970674488,0.010061571292394798
{'n_clusters': 150},0.23315309291439396,0.00619040054192925,0.1452867383512545,0.010636776696673459
{'n_clusters': 200},0.2740128122339584,0.007312795006779201,0.15537064190289995,0.01298298461095028
{'n_clusters': 250},0.3042791579078067,0.00738852678690303,0.16344330400782012,0.012817992052542578
{'n_clusters': 300},0.33504994267621907,0.008532180318206494,0.1703046594982079,0.013849129161194925
{'n_clusters': 350},0.3624911648100682,0.007751058783048656,0.17434424894102316,0.017894791263122517
{'n_clusters': 400},0.3901343050642876,0.007387263084461384,0.18039915281850766,0.020309267435547004
{'n_clusters': 450},0.41303506648082866,0.0037514151223032003,0.18120967741935484,0.020376386747000326
{'n_clusters': 500},0.4376521828071402,0.004719354392076505,0.18403144346692732,0.01769405714492986
{'n_clusters': 550},0.4625715656745302,0.005138818944102978,0.1868548387096774,0.01893824376274675
{'n_clusters': 600},0.4871883766811032,0.00586575385677189,0.19331296839361356,0.02237491697580604
{'n_clusters': 650},0.5118051876876761,0.006847274507684898,0.1969468882372108,0.02276403326146411
{'n_clusters': 700},0.5356145806458835,0.006496796885710162,0.1985581622678397,0.021860506197397905
{'n_clusters': 750},0.559726647238154,0.006028823049563297,0.20541707396546105,0.021353421695650958
{'n_clusters': 800},0.5821238346327232,0.0064602595921849125,0.20986151840990552,0.023910635546131823
{'n_clusters': 850},0.6055297984431747,0.006061989477735024,0.2102606712284132,0.019444301010582123
{'n_clusters': 900},0.6288350576265562,0.006535812671500805,0.21227761485826,0.02195714528911119
{'n_clusters': 950},0.6525436950710708,0.006926214906728102,0.21752280873248617,0.021691442783685313
{'n_clusters': 1000},0.6770593943575894,0.006563182783377542,0.22196155099380904,0.024602247736982257
{'n_clusters': 1050},0.7005661645683569,0.006779333872820343,0.22599625285109154,0.02502350300566836
{'n_clusters': 1100},0.7219541175674362,0.005077196497314568,0.22438334962528508,0.019441291522107457
{'n_clusters': 1150},0.7444520095890753,0.004724961784291737,0.2296293580971,0.01981629357266103
{'n_clusters': 1200},0.7662438497155183,0.005417810041032511,0.23406972955360056,0.020697836552797253
{'n_clusters': 1250},0.7883382617027784,0.005172359175766187,0.23851010101010103,0.02366224365452992
{'n_clusters': 1300},0.8094236937276639,0.005227178556564493,0.24537390029325512,0.023776630988629914
{'n_clusters': 1350},0.831719922062048,0.005829887521274799,0.24618198110133593,0.02538457203912248
{'n_clusters': 1400},0.8544196304308113,0.005138939163548543,0.25707640925382863,0.020894589737541627
{'n_clusters': 1450},0.8753032969951958,0.004643337013202585,0.2611119257086999,0.023043477694522196
