params,train_mean,train_std,test_mean,test_std
{'degree': 1},0.06399382306674484,0.004929345116254809,0.05852499497516295,0.0019416009121596225
{'degree': 2},0.025870739341746517,0.000487724729872872,0.02511187953517181,0.0020708873644000323
{'degree': 3},0.016200891298149164,2.0090070905059356e-06,0.016200895036281374,8.0380648602958e-06
{'degree': 4},0.016200891298149164,2.0090070905059356e-06,0.016200895036281374,8.0380648602958e-06
{'degree': 5},0.016200891298149164,2.0090070905059356e-06,0.016200895036281374,8.0380648602958e-06
{'degree': 6},0.016200891298149164,2.0090070905059356e-06,0.016200895036281374,8.0380648602958e-06
