params,train_mean,train_std,test_mean,test_std
{'C': 1e-05},0.007939995103725977,1.9269564293084564e-05,0.007939996979961662,7.707730305608506e-05
{'C': 0.0001},0.009924996803559512,0.0002261681837875459,0.009948558877302225,0.00045108507567523886
{'C': 0.001},0.20706753412869255,0.0016191156241910404,0.196146264613474,0.004951896283108331
{'C': 0.01},0.7294438926682221,0.002437659908177575,0.6166837713521685,0.008499739271437613
{'C': 0.1},0.9573578292798602,0.0007499095874768321,0.6944204791695663,0.01171967048447104
{'C': 1.0},0.9581188751215782,0.0007940604124582533,0.6942008024082293,0.011487277013918759
{'C': 10.0},0.9581188751215782,0.0007940604124582533,0.6942008024082293,0.011487277013918759
