params,train_mean,train_std,test_mean,test_std
{'max_leaf_nodes': 100},0.25393600396508564,0.008497939266637434,0.1577973281199088,0.011636893817553118
{'max_leaf_nodes': 200},0.3653160848035751,0.0065973992848938415,0.1828217660475725,0.016907491436518488
{'max_leaf_nodes': 300},0.44955721004929383,0.005536172185172451,0.18927989573150864,0.019594911589627496
{'max_leaf_nodes': 400},0.5186648571383501,0.00495819105078395,0.19290974258716195,0.018292710429368714
{'max_leaf_nodes': 500},0.5713276777940447,0.004379167692096979,0.19452753339850112,0.021783157548894268
{'max_leaf_nodes': 600},0.6217714854772122,0.003935236389213745,0.19896546106223525,0.021743787340604965
{'max_leaf_nodes': 700},0.6725184756606737,0.005538754893470084,0.20057592049527537,0.018291603679977245
{'max_leaf_nodes': 800},0.722155119728591,0.004190994842503501,0.20340664711632456,0.024200365169724986
{'max_leaf_nodes': 900},0.7725990291850049,0.0042411345893176135,0.2090518084066471,0.02197673388132914
{'max_leaf_nodes': 1000},0.8239508068837388,0.0044196868604657125,0.21591479309221243,0.02307600305336252
